Month Name,Agency,Description,Borough,# of Incidents,Response Times
2020 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,57934,748.27
2020 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,47994,839.63
2020 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,41044,677.20
2020 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,9046,621.09
2020 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,30,1181.20
2020 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,4828,557.80
2020 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,6989,441.03
2020 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,4897,525.35
2020 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,5706,475.29
2020 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,1170,443.77
2020 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,2,887.00
2020 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,22188,644.25
2020 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,25874,526.00
2020 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,22334,572.74
2020 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,18918,536.66
2020 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,4204,486.24
2020 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,12,953.33
2020 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,8180,49.49
2020 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,15406,55.55
2020 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,13474,58.77
2020 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,10364,41.08
2020 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,2492,58.19
2020 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,4,50.00
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,850,43.29
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,1364,63.78
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,892,45.52
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,814,38.82
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,168,45.24
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,850,53.88
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,1364,35.04
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,892,52.69
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,814,59.46
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,168,52.38
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,850,2.12
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,1364,0.88
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,892,1.57
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,814,1.23
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,168,2.38
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,850,0.71
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,1364,0.29
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,892,0.22
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,814,0.49
2020 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,168,0.00
2019 / 12,FDNY,Average response time to structural fires,Bronx,762,317.00
2019 / 12,FDNY,Average response time to structural fires,Brooklyn,830,273.00
2019 / 12,FDNY,Average response time to structural fires,Queens,446,317.11
2019 / 12,FDNY,Average response time to structural fires,Staten Island,102,312.96
2019 / 12,FDNY,Average response time to non-structural fires,Bronx,236,400.76
2019 / 12,FDNY,Average response time to non-structural fires,Brooklyn,828,339.34
2019 / 12,FDNY,Average response time to non-structural fires,Manhattan,298,402.75
2019 / 12,FDNY,Average response time to non-structural fires,Queens,462,402.78
2019 / 12,FDNY,Average response time to non-structural fires,Staten Island,50,369.48
2019 / 12,FDNY,Average response time to non-fire emergencies,Bronx,11750,598.87
2019 / 12,FDNY,Average response time to non-fire emergencies,Brooklyn,16250,518.05
2019 / 12,FDNY,Average response time to non-fire emergencies,Manhattan,12240,548.69
2019 / 12,FDNY,Average response time to non-fire emergencies,Queens,10936,544.78
2019 / 12,FDNY,Average response time to non-fire emergencies,Staten Island,2724,513.60
2019 / 12,FDNY,Average response time to non-fire emergencies,Unspecified,10,510.80
2019 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,924,551.06
2019 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,1230,521.51
2019 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,932,507.85
2019 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,1116,532.95
2019 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,250,490.34
2019 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,20566,685.75
2019 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,23676,596.37
2019 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,20872,619.68
2019 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,17286,611.99
2019 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,3978,552.38
2019 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,12,996.00
2019 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,48970,1017.29
2019 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,56980,770.38
2019 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,47970,866.82
2019 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,40564,688.82
2019 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,8934,631.46
2019 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,36,1426.56
2019 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,4911,559.51
